,age,job,normalized_age
178,28,services,0.2857142857142857
179,37,blue-collar,0.37755102040816324
180,34,technician,0.3469387755102041
181,46,blue-collar,0.46938775510204084
182,42,blue-collar,0.42857142857142855
183,36,admin.,0.3673469387755102
184,54,blue-collar,0.5510204081632653
185,57,management,0.5816326530612245
186,51,technician,0.5204081632653061
187,54,retired,0.5510204081632653
188,49,blue-collar,0.5
189,34,admin.,0.3469387755102041
190,41,technician,0.41836734693877553
191,38,blue-collar,0.3877551020408163
192,45,management,0.45918367346938777
193,42,technician,0.42857142857142855
194,34,blue-collar,0.3469387755102041
195,48,blue-collar,0.4897959183673469
196,37,admin.,0.37755102040816324
197,34,blue-collar,0.3469387755102041
198,40,admin.,0.40816326530612246
199,43,blue-collar,0.4387755102040816
200,33,services,0.336734693877551
201,32,services,0.32653061224489793
202,39,blue-collar,0.3979591836734694
203,43,admin.,0.4387755102040816
204,44,blue-collar,0.4489795918367347
205,35,student,0.35714285714285715
206,35,student,0.35714285714285715
207,35,unemployed,0.35714285714285715
208,36,services,0.3673469387755102
209,35,student,0.35714285714285715
210,36,student,0.3673469387755102
211,55,housemaid,0.5612244897959183
212,59,admin.,0.6020408163265306
213,57,retired,0.5816326530612245
214,39,blue-collar,0.3979591836734694
215,39,housemaid,0.3979591836734694
216,30,blue-collar,0.30612244897959184
217,30,blue-collar,0.30612244897959184
218,50,housemaid,0.5102040816326531
219,40,services,0.40816326530612246
220,35,admin.,0.35714285714285715
221,43,technician,0.4387755102040816
222,36,services,0.3673469387755102
223,46,technician,0.46938775510204084
224,40,technician,0.40816326530612246
225,58,retired,0.5918367346938775
226,42,technician,0.42857142857142855
227,35,admin.,0.35714285714285715
228,43,retired,0.4387755102040816
229,45,blue-collar,0.45918367346938777
230,39,admin.,0.3979591836734694
231,50,services,0.5102040816326531
232,32,management,0.32653061224489793
233,39,admin.,0.3979591836734694
234,52,self-employed,0.5306122448979592
235,44,admin.,0.4489795918367347
236,56,blue-collar,0.5714285714285714
237,48,admin.,0.4897959183673469
238,33,services,0.336734693877551
239,43,management,0.4387755102040816
240,57,retired,0.5816326530612245
241,36,technician,0.3673469387755102
242,34,management,0.3469387755102041
243,34,services,0.3469387755102041
244,30,technician,0.30612244897959184
245,33,services,0.336734693877551
246,32,technician,0.32653061224489793
247,36,technician,0.3673469387755102
248,36,blue-collar,0.3673469387755102
249,33,services,0.336734693877551
250,40,technician,0.40816326530612246
251,41,blue-collar,0.41836734693877553
252,51,services,0.5204081632653061
253,36,technician,0.3673469387755102
254,28,services,0.2857142857142857
255,53,services,0.5408163265306123
256,58,blue-collar,0.5918367346938775
257,45,management,0.45918367346938777
258,43,technician,0.4387755102040816
259,33,admin.,0.336734693877551
260,33,admin.,0.336734693877551
261,27,blue-collar,0.2755102040816326
262,42,technician,0.42857142857142855
263,43,admin.,0.4387755102040816
264,42,admin.,0.42857142857142855
265,27,blue-collar,0.2755102040816326
266,34,self-employed,0.3469387755102041
267,31,student,0.3163265306122449
268,54,management,0.5510204081632653
269,40,self-employed,0.40816326530612246
270,52,unemployed,0.5306122448979592
271,47,management,0.47959183673469385
272,49,housemaid,0.5
273,32,admin.,0.32653061224489793
274,49,housemaid,0.5
275,50,blue-collar,0.5102040816326531
276,34,services,0.3469387755102041
277,55,blue-collar,0.5612244897959183
278,47,technician,0.47959183673469385
279,51,retired,0.5204081632653061
280,47,blue-collar,0.47959183673469385
281,56,technician,0.5714285714285714
282,53,admin.,0.5408163265306123
283,36,blue-collar,0.3673469387755102
284,42,blue-collar,0.42857142857142855
285,44,blue-collar,0.4489795918367347
286,39,housemaid,0.3979591836734694
287,37,admin.,0.37755102040816324
288,60,blue-collar,0.6122448979591837
289,36,services,0.3673469387755102
290,42,management,0.42857142857142855
291,31,admin.,0.3163265306122449
292,53,technician,0.5408163265306123
293,45,blue-collar,0.45918367346938777
294,37,technician,0.37755102040816324
295,47,self-employed,0.47959183673469385
296,49,blue-collar,0.5
297,36,admin.,0.3673469387755102
298,35,services,0.35714285714285715
299,38,unknown,0.3877551020408163
300,38,services,0.3877551020408163
301,50,blue-collar,0.5102040816326531
302,59,retired,0.6020408163265306
303,43,unknown,0.4387755102040816
304,42,admin.,0.42857142857142855
305,40,admin.,0.40816326530612246
306,46,blue-collar,0.46938775510204084
307,57,housemaid,0.5816326530612245
308,42,admin.,0.42857142857142855
309,41,blue-collar,0.41836734693877553
310,54,management,0.5510204081632653
311,27,admin.,0.2755102040816326
312,36,admin.,0.3673469387755102
313,58,blue-collar,0.5918367346938775
314,40,management,0.40816326530612246
315,34,admin.,0.3469387755102041
316,33,admin.,0.336734693877551
317,56,retired,0.5714285714285714
318,42,blue-collar,0.42857142857142855
319,43,services,0.4387755102040816
320,54,management,0.5510204081632653
321,53,admin.,0.5408163265306123
322,42,technician,0.42857142857142855
323,40,services,0.40816326530612246
324,54,technician,0.5510204081632653
325,40,housemaid,0.40816326530612246
326,26,admin.,0.2653061224489796
327,33,admin.,0.336734693877551
328,35,blue-collar,0.35714285714285715
329,36,admin.,0.3673469387755102
330,29,services,0.29591836734693877
331,36,blue-collar,0.3673469387755102
332,35,management,0.35714285714285715
333,50,self-employed,0.5102040816326531
334,46,services,0.46938775510204084
335,49,entrepreneur,0.5
336,42,technician,0.42857142857142855
337,36,blue-collar,0.3673469387755102
338,55,blue-collar,0.5612244897959183
339,41,management,0.41836734693877553
340,57,management,0.5816326530612245
341,32,services,0.32653061224489793
342,49,admin.,0.5
343,57,unknown,0.5816326530612245
344,58,blue-collar,0.5918367346938775
345,52,technician,0.5306122448979592
346,50,services,0.5102040816326531
347,41,blue-collar,0.41836734693877553
348,33,entrepreneur,0.336734693877551
349,57,blue-collar,0.5816326530612245
350,48,blue-collar,0.4897959183673469
351,55,technician,0.5612244897959183
352,38,management,0.3877551020408163
353,38,services,0.3877551020408163
354,53,admin.,0.5408163265306123
355,43,unemployed,0.4387755102040816
356,36,blue-collar,0.3673469387755102
357,32,blue-collar,0.32653061224489793
358,33,services,0.336734693877551
359,58,entrepreneur,0.5918367346938775
360,40,unemployed,0.40816326530612246
361,57,management,0.5816326530612245
362,45,technician,0.45918367346938777
363,42,blue-collar,0.42857142857142855
364,46,admin.,0.46938775510204084
365,36,technician,0.3673469387755102
366,41,self-employed,0.41836734693877553
367,57,admin.,0.5816326530612245
368,49,blue-collar,0.5
369,56,management,0.5714285714285714
370,37,blue-collar,0.37755102040816324
371,37,blue-collar,0.37755102040816324
372,46,admin.,0.46938775510204084
373,22,blue-collar,0.22448979591836735
374,43,services,0.4387755102040816
375,49,blue-collar,0.5
376,41,technician,0.41836734693877553
377,38,admin.,0.3877551020408163
378,33,admin.,0.336734693877551
379,49,admin.,0.5
380,30,blue-collar,0.30612244897959184
381,33,admin.,0.336734693877551
382,34,management,0.3469387755102041
383,30,student,0.30612244897959184
384,59,management,0.6020408163265306
385,59,management,0.6020408163265306
386,41,self-employed,0.41836734693877553
387,48,housemaid,0.4897959183673469
388,28,unknown,0.2857142857142857
389,44,services,0.4489795918367347
390,59,retired,0.6020408163265306
391,50,management,0.5102040816326531
392,35,admin.,0.35714285714285715
393,42,admin.,0.42857142857142855
394,45,admin.,0.45918367346938777
395,36,technician,0.3673469387755102
396,56,services,0.5714285714285714
397,29,blue-collar,0.29591836734693877
398,41,self-employed,0.41836734693877553
399,42,blue-collar,0.42857142857142855
400,52,services,0.5306122448979592
401,48,services,0.4897959183673469
402,31,blue-collar,0.3163265306122449
403,43,unemployed,0.4387755102040816
404,36,blue-collar,0.3673469387755102
405,42,entrepreneur,0.42857142857142855
406,52,services,0.5306122448979592
407,39,admin.,0.3979591836734694
408,36,services,0.3673469387755102
409,42,blue-collar,0.42857142857142855
410,41,admin.,0.41836734693877553
411,55,technician,0.5612244897959183
412,30,blue-collar,0.30612244897959184
413,57,retired,0.5816326530612245
414,45,entrepreneur,0.45918367346938777
415,51,blue-collar,0.5204081632653061
416,39,self-employed,0.3979591836734694
417,47,admin.,0.47959183673469385
418,27,services,0.2755102040816326
419,34,technician,0.3469387755102041
420,57,blue-collar,0.5816326530612245
421,43,entrepreneur,0.4387755102040816
422,49,blue-collar,0.5
423,39,management,0.3979591836734694
424,38,blue-collar,0.3877551020408163
425,49,blue-collar,0.5
426,58,management,0.5918367346938775
427,43,technician,0.4387755102040816
428,50,unknown,0.5102040816326531
429,31,services,0.3163265306122449
430,43,self-employed,0.4387755102040816
431,43,self-employed,0.4387755102040816
432,30,self-employed,0.30612244897959184
433,27,services,0.2755102040816326
434,51,services,0.5204081632653061
435,37,technician,0.37755102040816324
436,46,housemaid,0.46938775510204084
437,35,blue-collar,0.35714285714285715
438,47,admin.,0.47959183673469385
439,46,management,0.46938775510204084
440,40,technician,0.40816326530612246
441,26,housemaid,0.2653061224489796
442,32,blue-collar,0.32653061224489793
443,45,management,0.45918367346938777
444,34,admin.,0.3469387755102041
445,47,blue-collar,0.47959183673469385
446,42,technician,0.42857142857142855
447,57,technician,0.5816326530612245
448,57,technician,0.5816326530612245
449,38,blue-collar,0.3877551020408163
450,57,technician,0.5816326530612245
451,28,student,0.2857142857142857
452,60,management,0.6122448979591837
453,48,admin.,0.4897959183673469
454,47,technician,0.47959183673469385
455,40,admin.,0.40816326530612246
456,51,management,0.5204081632653061
457,48,unemployed,0.4897959183673469
458,54,housemaid,0.5510204081632653
459,40,blue-collar,0.40816326530612246
460,44,admin.,0.4489795918367347
461,42,technician,0.42857142857142855
462,52,self-employed,0.5306122448979592
463,31,blue-collar,0.3163265306122449
464,32,services,0.32653061224489793
465,44,admin.,0.4489795918367347
466,39,management,0.3979591836734694
467,57,management,0.5816326530612245
468,52,admin.,0.5306122448979592
469,42,management,0.42857142857142855
470,42,technician,0.42857142857142855
471,43,management,0.4387755102040816
472,31,admin.,0.3163265306122449
473,29,admin.,0.29591836734693877
474,57,blue-collar,0.5816326530612245
475,44,blue-collar,0.4489795918367347
476,59,unknown,0.6020408163265306
477,39,blue-collar,0.3979591836734694
478,57,retired,0.5816326530612245
479,41,management,0.41836734693877553
480,37,technician,0.37755102040816324
481,38,services,0.3877551020408163
482,42,retired,0.42857142857142855
483,49,unknown,0.5
484,54,management,0.5510204081632653
485,36,admin.,0.3673469387755102
486,32,admin.,0.32653061224489793
487,35,technician,0.35714285714285715
488,45,housemaid,0.45918367346938777
489,56,technician,0.5714285714285714
490,34,technician,0.3469387755102041
491,41,unemployed,0.41836734693877553
492,41,services,0.41836734693877553
493,36,blue-collar,0.3673469387755102
494,32,admin.,0.32653061224489793
495,31,services,0.3163265306122449
496,38,technician,0.3877551020408163
497,35,admin.,0.35714285714285715
498,53,admin.,0.5408163265306123
499,51,admin.,0.5204081632653061
500,56,entrepreneur,0.5714285714285714
501,33,admin.,0.336734693877551
502,33,admin.,0.336734693877551
503,51,services,0.5204081632653061
504,39,services,0.3979591836734694
505,45,entrepreneur,0.45918367346938777
506,40,technician,0.40816326530612246
507,60,unknown,0.6122448979591837
508,33,technician,0.336734693877551
509,47,blue-collar,0.47959183673469385
510,48,blue-collar,0.4897959183673469
511,43,entrepreneur,0.4387755102040816
512,37,management,0.37755102040816324
513,50,services,0.5102040816326531
514,59,entrepreneur,0.6020408163265306
515,32,technician,0.32653061224489793
516,42,housemaid,0.42857142857142855
517,52,blue-collar,0.5306122448979592
518,42,blue-collar,0.42857142857142855
519,42,admin.,0.42857142857142855
520,40,management,0.40816326530612246
521,38,blue-collar,0.3877551020408163
522,39,blue-collar,0.3979591836734694
523,39,blue-collar,0.3979591836734694
524,38,admin.,0.3877551020408163
525,47,admin.,0.47959183673469385
526,30,services,0.30612244897959184
527,38,admin.,0.3877551020408163
528,39,technician,0.3979591836734694
529,44,admin.,0.4489795918367347
530,36,admin.,0.3673469387755102
531,41,services,0.41836734693877553
532,41,blue-collar,0.41836734693877553
533,35,blue-collar,0.35714285714285715
534,41,technician,0.41836734693877553
535,36,services,0.3673469387755102
536,35,admin.,0.35714285714285715
537,33,blue-collar,0.336734693877551
538,38,admin.,0.3877551020408163
539,33,self-employed,0.336734693877551
540,55,self-employed,0.5612244897959183
541,36,blue-collar,0.3673469387755102
542,57,technician,0.5816326530612245
543,32,entrepreneur,0.32653061224489793
544,30,self-employed,0.30612244897959184
545,43,admin.,0.4387755102040816
546,46,admin.,0.46938775510204084
547,35,admin.,0.35714285714285715
548,34,admin.,0.3469387755102041
549,50,blue-collar,0.5102040816326531
550,39,admin.,0.3979591836734694
551,39,blue-collar,0.3979591836734694
552,42,entrepreneur,0.42857142857142855
553,57,retired,0.5816326530612245
554,45,blue-collar,0.45918367346938777
555,40,technician,0.40816326530612246
556,42,blue-collar,0.42857142857142855
557,40,technician,0.40816326530612246
558,38,blue-collar,0.3877551020408163
559,39,blue-collar,0.3979591836734694
560,41,blue-collar,0.41836734693877553
561,39,blue-collar,0.3979591836734694
562,41,blue-collar,0.41836734693877553
563,45,admin.,0.45918367346938777
564,35,admin.,0.35714285714285715
565,35,admin.,0.35714285714285715
566,49,blue-collar,0.5
567,36,technician,0.3673469387755102
568,23,admin.,0.23469387755102042
569,43,unemployed,0.4387755102040816
570,49,entrepreneur,0.5
571,36,technician,0.3673469387755102
572,51,blue-collar,0.5204081632653061
573,56,retired,0.5714285714285714
574,45,housemaid,0.45918367346938777
575,42,admin.,0.42857142857142855
576,41,admin.,0.41836734693877553
577,32,services,0.32653061224489793
578,46,management,0.46938775510204084
579,37,blue-collar,0.37755102040816324
580,53,management,0.5408163265306123
581,30,blue-collar,0.30612244897959184
582,45,unknown,0.45918367346938777
583,24,technician,0.24489795918367346
584,45,unknown,0.45918367346938777
585,34,admin.,0.3469387755102041
586,41,management,0.41836734693877553
587,59,blue-collar,0.6020408163265306
588,45,blue-collar,0.45918367346938777
589,54,blue-collar,0.5510204081632653
590,32,technician,0.32653061224489793
591,33,technician,0.336734693877551
592,32,admin.,0.32653061224489793
593,34,services,0.3469387755102041
594,46,management,0.46938775510204084
595,57,technician,0.5816326530612245
596,42,technician,0.42857142857142855
597,48,admin.,0.4897959183673469
598,58,admin.,0.5918367346938775
599,34,services,0.3469387755102041
600,32,admin.,0.32653061224489793
601,48,blue-collar,0.4897959183673469
602,47,blue-collar,0.47959183673469385
603,31,services,0.3163265306122449
604,32,admin.,0.32653061224489793
605,32,admin.,0.32653061224489793
606,36,services,0.3673469387755102
607,53,blue-collar,0.5408163265306123
608,37,blue-collar,0.37755102040816324
609,50,services,0.5102040816326531
610,46,blue-collar,0.46938775510204084
611,41,admin.,0.41836734693877553
612,43,blue-collar,0.4387755102040816
613,51,management,0.5204081632653061
614,38,admin.,0.3877551020408163
615,41,technician,0.41836734693877553
616,39,services,0.3979591836734694
617,52,blue-collar,0.5306122448979592
618,37,technician,0.37755102040816324
619,41,admin.,0.41836734693877553
620,46,admin.,0.46938775510204084
621,47,technician,0.47959183673469385
622,35,technician,0.35714285714285715
623,38,services,0.3877551020408163
624,30,blue-collar,0.30612244897959184
625,46,blue-collar,0.46938775510204084
626,30,technician,0.30612244897959184
627,35,services,0.35714285714285715
628,58,admin.,0.5918367346938775
629,40,technician,0.40816326530612246
630,34,technician,0.3469387755102041
631,30,admin.,0.30612244897959184
632,38,services,0.3877551020408163
633,55,management,0.5612244897959183
634,55,management,0.5612244897959183
635,45,technician,0.45918367346938777
636,36,admin.,0.3673469387755102
637,32,admin.,0.32653061224489793
638,35,technician,0.35714285714285715
639,55,management,0.5612244897959183
640,49,housemaid,0.5
641,29,admin.,0.29591836734693877
642,34,blue-collar,0.3469387755102041
643,54,retired,0.5510204081632653
644,36,technician,0.3673469387755102
645,30,management,0.30612244897959184
646,33,housemaid,0.336734693877551
647,37,blue-collar,0.37755102040816324
648,36,technician,0.3673469387755102
649,33,blue-collar,0.336734693877551
650,32,housemaid,0.32653061224489793
651,32,housemaid,0.32653061224489793
652,50,blue-collar,0.5102040816326531
653,39,blue-collar,0.3979591836734694
654,51,blue-collar,0.5204081632653061
655,33,services,0.336734693877551
656,33,services,0.336734693877551
657,56,management,0.5714285714285714
658,39,management,0.3979591836734694
659,33,self-employed,0.336734693877551
660,59,retired,0.6020408163265306
661,42,admin.,0.42857142857142855
662,43,services,0.4387755102040816
663,35,admin.,0.35714285714285715
664,46,blue-collar,0.46938775510204084
665,27,technician,0.2755102040816326
666,47,admin.,0.47959183673469385
667,31,admin.,0.3163265306122449
668,32,blue-collar,0.32653061224489793
669,54,admin.,0.5510204081632653
670,56,management,0.5714285714285714
671,48,services,0.4897959183673469
672,44,admin.,0.4489795918367347
673,46,admin.,0.46938775510204084
674,45,services,0.45918367346938777
675,43,admin.,0.4387755102040816
676,40,admin.,0.40816326530612246
677,56,management,0.5714285714285714
678,47,entrepreneur,0.47959183673469385
679,39,management,0.3979591836734694
680,48,technician,0.4897959183673469
681,45,housemaid,0.45918367346938777
682,36,self-employed,0.3673469387755102
683,49,management,0.5
684,46,services,0.46938775510204084
685,38,blue-collar,0.3877551020408163
686,50,housemaid,0.5102040816326531
687,27,admin.,0.2755102040816326
688,40,technician,0.40816326530612246
689,46,management,0.46938775510204084
690,40,admin.,0.40816326530612246
691,33,management,0.336734693877551
692,54,retired,0.5510204081632653
693,52,blue-collar,0.5306122448979592
694,53,admin.,0.5408163265306123
695,49,services,0.5
696,42,blue-collar,0.42857142857142855
697,49,housemaid,0.5
698,40,entrepreneur,0.40816326530612246
699,59,admin.,0.6020408163265306
700,51,self-employed,0.5204081632653061
701,57,housemaid,0.5816326530612245
702,38,self-employed,0.3877551020408163
703,52,self-employed,0.5306122448979592
704,26,unemployed,0.2653061224489796
705,35,admin.,0.35714285714285715
706,51,admin.,0.5204081632653061
707,43,blue-collar,0.4387755102040816
708,42,admin.,0.42857142857142855
709,60,retired,0.6122448979591837
710,36,blue-collar,0.3673469387755102
711,57,management,0.5816326530612245
712,35,student,0.35714285714285715
713,30,admin.,0.30612244897959184
714,43,services,0.4387755102040816
715,40,technician,0.40816326530612246
716,45,technician,0.45918367346938777
717,56,retired,0.5714285714285714
718,46,services,0.46938775510204084
719,41,blue-collar,0.41836734693877553
720,42,admin.,0.42857142857142855
721,56,blue-collar,0.5714285714285714
722,43,entrepreneur,0.4387755102040816
723,34,blue-collar,0.3469387755102041
724,38,services,0.3877551020408163
725,40,technician,0.40816326530612246
726,38,admin.,0.3877551020408163
727,48,entrepreneur,0.4897959183673469
728,27,blue-collar,0.2755102040816326
729,24,technician,0.24489795918367346
730,47,admin.,0.47959183673469385
731,48,blue-collar,0.4897959183673469
732,31,admin.,0.3163265306122449
733,39,self-employed,0.3979591836734694
734,41,technician,0.41836734693877553
735,49,blue-collar,0.5
736,56,retired,0.5714285714285714
737,49,admin.,0.5
738,47,unemployed,0.47959183673469385
739,44,blue-collar,0.4489795918367347
740,48,admin.,0.4897959183673469
741,55,housemaid,0.5612244897959183
742,59,management,0.6020408163265306
743,44,technician,0.4489795918367347
744,46,blue-collar,0.46938775510204084
745,39,blue-collar,0.3979591836734694
746,38,unemployed,0.3877551020408163
747,36,services,0.3673469387755102
748,29,admin.,0.29591836734693877
749,31,technician,0.3163265306122449
750,30,services,0.30612244897959184
751,36,blue-collar,0.3673469387755102
752,60,blue-collar,0.6122448979591837
753,36,admin.,0.3673469387755102
754,32,services,0.32653061224489793
755,39,blue-collar,0.3979591836734694
756,30,services,0.30612244897959184
757,39,blue-collar,0.3979591836734694
758,37,blue-collar,0.37755102040816324
759,39,blue-collar,0.3979591836734694
760,46,blue-collar,0.46938775510204084
761,43,unemployed,0.4387755102040816
762,37,services,0.37755102040816324
763,30,technician,0.30612244897959184
764,38,technician,0.3877551020408163
765,31,technician,0.3163265306122449
766,44,admin.,0.4489795918367347
767,44,self-employed,0.4489795918367347
768,38,technician,0.3877551020408163
769,30,student,0.30612244897959184
770,37,blue-collar,0.37755102040816324
771,54,housemaid,0.5510204081632653
772,41,management,0.41836734693877553
773,43,technician,0.4387755102040816
774,38,housemaid,0.3877551020408163
775,41,blue-collar,0.41836734693877553
776,38,blue-collar,0.3877551020408163
777,33,blue-collar,0.336734693877551
778,32,admin.,0.32653061224489793
779,30,services,0.30612244897959184
780,43,technician,0.4387755102040816
781,30,services,0.30612244897959184
782,36,technician,0.3673469387755102
783,38,blue-collar,0.3877551020408163
784,35,blue-collar,0.35714285714285715
785,50,self-employed,0.5102040816326531
786,38,blue-collar,0.3877551020408163
787,58,admin.,0.5918367346938775
788,50,technician,0.5102040816326531
789,33,blue-collar,0.336734693877551
790,33,blue-collar,0.336734693877551
791,44,management,0.4489795918367347
792,31,management,0.3163265306122449
793,40,entrepreneur,0.40816326530612246
794,28,unknown,0.2857142857142857
795,36,services,0.3673469387755102
796,44,blue-collar,0.4489795918367347
797,38,blue-collar,0.3877551020408163
798,33,blue-collar,0.336734693877551
799,39,blue-collar,0.3979591836734694
800,47,blue-collar,0.47959183673469385
801,47,services,0.47959183673469385
802,35,entrepreneur,0.35714285714285715
803,42,admin.,0.42857142857142855
804,36,admin.,0.3673469387755102
805,35,technician,0.35714285714285715
806,36,services,0.3673469387755102
807,56,entrepreneur,0.5714285714285714
808,26,admin.,0.2653061224489796
809,31,admin.,0.3163265306122449
810,57,self-employed,0.5816326530612245
811,39,services,0.3979591836734694
812,43,blue-collar,0.4387755102040816
813,50,admin.,0.5102040816326531
814,52,blue-collar,0.5306122448979592
815,39,blue-collar,0.3979591836734694
816,44,technician,0.4489795918367347
817,36,housemaid,0.3673469387755102
818,54,management,0.5510204081632653
819,27,admin.,0.2755102040816326
820,31,admin.,0.3163265306122449
821,31,admin.,0.3163265306122449
822,28,blue-collar,0.2857142857142857
823,31,management,0.3163265306122449
824,30,management,0.30612244897959184
825,52,technician,0.5306122448979592
826,37,technician,0.37755102040816324
827,30,services,0.30612244897959184
